0 602,2,#0d0602,
1 587,2,#0d0602,
2 572,2,#964518,
3 557,2,#964518,
4 542,2,#964518,
5 527,2,#0d0602,
6 512,2,#0d0602,
7 497,2,#0d0602,
8 482,2,#0d0602,
9 467,2,#0d0602,
10 452,2,#0d0602,
11 437,2,#0d0602,
12 587,17,#0d0602,
13 572,17,#0d0602,
14 557,17,#0d0602,
15 542,17,#964518,
16 527,17,#964518,
17 602,17,#a5a5a3,
18 512,17,#0d0602,
19 467,17,#0d0602,
20 497,17,#a5a5a3,
21 482,17,#a5a5a3,
22 437,17,#a5a5a3,
23 452,17,#a5a5a3,
24 557,32,#0d0602,
25 542,32,#0d0602,
26 527,32,#0d0602,
27 602,32,#a5a5a3,
28 587,32,#a5a5a3,
29 572,32,#a5a5a3,
30 482,32,#0d0602,
31 512,32,#a5a5a3,
32 497,32,#a5a5a3,
33 467,32,#a5a5a3,
34 452,32,#a5a5a3,
35 437,32,#a5a5a3,
36 527,47,#0d0602,
37 602,47,#a5a5a3,
38 587,47,#a5a5a3,
39 572,47,#a5a5a3,
40 557,47,#a5a5a3,
41 542,47,#a5a5a3,
42 512,47,#0d0602,
43 497,47,#0d0602,
44 437,47,#0d0602,
45 482,47,#964518,
46 482,47,#a5a5a3,
47 467,47,#a5a5a3,
48 452,47,#a5a5a3,
49 527,62,#0d0602,
50 602,62,#a5a5a3,
51 587,62,#a5a5a3,
52 572,62,#a5a5a3,
53 542,62,#a5a5a3,
54 557,62,#a5a5a3,
55 512,62,#0d0602,
56 497,62,#0d0602,
57 482,62,#0d0602,
58 467,62,#0d0602,
59 452,62,#0d0602,
60 437,62,#a5a5a3,
61 527,77,#0d0602,
62 602,77,#a5a5a3,
63 587,77,#a5a5a3,
64 572,77,#a5a5a3,
65 542,77,#a5a5a3,
66 557,77,#a5a5a3,
67 512,77,#0d0602,
68 497,77,#0d0602,
69 437,77,#0d0602,
70 482,77,#a5a5a3,
71 467,77,#a5a5a3,
72 452,77,#a5a5a3,
73 527,92,#0d0602,
74 542,92,#0d0602,
75 557,92,#0d0602,
76 587,92,#a5a5a3,
77 602,92,#a5a5a3,
78 572,92,#a5a5a3,
79 482,92,#0d0602,
80 512,92,#a5a5a3,
81 497,92,#a5a5a3,
82 452,92,#a5a5a3,
83 437,92,#a5a5a3,
84 467,92,#a5a5a3,
85 557,107,#0d0602,
86 572,107,#0d0602,
87 587,107,#0d0602,
88 527,107,#964518,
89 542,107,#964518,
90 602,107,#a5a5a3,
91 467,107,#0d0602,
92 482,107,#a5a5a3,
93 497,107,#a5a5a3,
94 512,107,#0d0602,
95 437,107,#a5a5a3,
96 452,107,#a5a5a3,
97 602,122,#0d0602,
98 587,122,#0d0602,
99 572,122,#964518,
100 557,122,#964518,
101 542,122,#964518,
102 527,122,#0d0602,
103 512,122,#0d0602,
104 497,122,#0d0602,
105 482,122,#0d0602,
106 467,122,#0d0602,
107 452,122,#0d0602,
108 437,122,#0d0602,
109 587,137,#0d0602,
110 572,137,#0d0602,
111 557,137,#0d0602,
112 542,137,#964518,
113 527,137,#964518,
114 602,137,#a5a5a3,
115 512,137,#0d0602,
116 467,137,#0d0602,
117 497,137,#a5a5a3,
118 482,137,#a5a5a3,
119 437,137,#a5a5a3,
120 452,137,#a5a5a3,
121 557,152,#0d0602,
122 542,152,#0d0602,
123 527,152,#0d0602,
124 602,152,#a5a5a3,
125 587,152,#a5a5a3,
126 572,152,#a5a5a3,
127 482,152,#0d0602,
128 512,152,#a5a5a3,
129 497,152,#a5a5a3,
130 467,152,#a5a5a3,
131 452,152,#a5a5a3,
132 437,152,#a5a5a3,
133 527,167,#0d0602,
134 602,167,#a5a5a3,
135 587,167,#a5a5a3,
136 572,167,#a5a5a3,
137 557,167,#a5a5a3,
138 542,167,#a5a5a3,
139 512,167,#0d0602,
140 497,167,#0d0602,
141 437,167,#0d0602,
142 482,167,#964518,
143 482,167,#a5a5a3,
144 467,167,#a5a5a3,
145 452,167,#a5a5a3,
146 527,182,#0d0602,
147 602,182,#a5a5a3,
148 587,182,#a5a5a3,
149 572,182,#a5a5a3,
150 542,182,#a5a5a3,
151 557,182,#a5a5a3,
152 512,182,#0d0602,
153 497,182,#0d0602,
154 482,182,#0d0602,
155 467,182,#0d0602,
156 452,182,#0d0602,
157 437,182,#a5a5a3,
158 527,197,#0d0602,
159 602,197,#a5a5a3,
160 587,197,#a5a5a3,
161 572,197,#a5a5a3,
162 542,197,#a5a5a3,
163 557,197,#a5a5a3,
164 512,197,#0d0602,
165 497,197,#0d0602,
166 437,197,#0d0602,
167 482,197,#a5a5a3,
168 467,197,#a5a5a3,
169 452,197,#a5a5a3,
170 527,212,#0d0602,
171 542,212,#0d0602,
172 557,212,#0d0602,
173 587,212,#a5a5a3,
174 602,212,#a5a5a3,
175 572,212,#a5a5a3,
176 482,212,#0d0602,
177 512,212,#a5a5a3,
178 497,212,#a5a5a3,
179 452,212,#a5a5a3,
180 437,212,#a5a5a3,
181 467,212,#a5a5a3,
182 557,227,#0d0602,
183 572,227,#0d0602,
184 587,227,#0d0602,
185 527,227,#964518,
186 542,227,#964518,
187 602,227,#a5a5a3,
188 467,227,#0d0602,
189 482,227,#a5a5a3,
190 497,227,#a5a5a3,
191 512,227,#0d0602,
192 437,227,#a5a5a3,
193 452,227,#a5a5a3,
194 602,242,#0d0602,
195 587,242,#0d0602,
196 572,242,#964518,
197 557,242,#964518,
198 542,242,#964518,
199 527,242,#0d0602,
200 512,242,#0d0602,
201 497,242,#0d0602,
202 482,242,#0d0602,
203 467,242,#0d0602,
204 452,242,#0d0602,
205 437,242,#0d0602,
206 587,257,#0d0602,
207 572,257,#0d0602,
208 557,257,#0d0602,
209 542,257,#964518,
210 527,257,#964518,
211 602,257,#a5a5a3,
212 512,257,#0d0602,
213 467,257,#0d0602,
214 497,257,#a5a5a3,
215 482,257,#a5a5a3,
216 437,257,#a5a5a3,
217 452,257,#a5a5a3,
218 557,272,#0d0602,
219 542,272,#0d0602,
220 527,272,#0d0602,
221 602,272,#a5a5a3,
222 587,272,#a5a5a3,
223 572,272,#a5a5a3,
224 482,272,#0d0602,
225 512,272,#a5a5a3,
226 497,272,#a5a5a3,
227 467,272,#a5a5a3,
228 452,272,#a5a5a3,
229 437,272,#a5a5a3,
230 527,287,#0d0602,
231 602,287,#a5a5a3,
232 587,287,#a5a5a3,
233 572,287,#a5a5a3,
234 557,287,#a5a5a3,
235 542,287,#a5a5a3,
236 512,287,#0d0602,
237 497,287,#0d0602,
238 437,287,#0d0602,
239 482,287,#964518,
240 482,287,#a5a5a3,
241 467,287,#a5a5a3,
242 452,287,#a5a5a3,
243 527,302,#0d0602,
244 602,302,#a5a5a3,
245 587,302,#a5a5a3,
246 572,302,#a5a5a3,
247 542,302,#a5a5a3,
248 557,302,#a5a5a3,
249 512,302,#0d0602,
250 497,302,#0d0602,
251 482,302,#0d0602,
252 467,302,#0d0602,
253 452,302,#0d0602,
254 437,302,#a5a5a3,
255 527,317,#0d0602,
256 602,317,#a5a5a3,
257 587,317,#a5a5a3,
258 572,317,#a5a5a3,
259 542,317,#a5a5a3,
260 557,317,#a5a5a3,
261 512,317,#0d0602,
262 497,317,#0d0602,
263 437,317,#0d0602,
264 482,317,#a5a5a3,
265 467,317,#a5a5a3,
266 452,317,#a5a5a3,
267 527,332,#0d0602,
268 542,332,#0d0602,
269 557,332,#0d0602,
270 587,332,#a5a5a3,
271 602,332,#a5a5a3,
272 572,332,#a5a5a3,
273 482,332,#0d0602,
274 512,332,#a5a5a3,
275 497,332,#a5a5a3,
276 452,332,#a5a5a3,
277 437,332,#a5a5a3,
278 467,332,#a5a5a3,
279 557,347,#0d0602,
280 572,347,#0d0602,
281 587,347,#0d0602,
282 527,347,#964518,
283 542,347,#964518,
284 602,347,#a5a5a3,
285 467,347,#0d0602,
286 482,347,#a5a5a3,
287 497,347,#a5a5a3,
288 512,347,#0d0602,
289 437,347,#a5a5a3,
290 452,347,#a5a5a3,
291 422,2,#0d0602,
292 407,2,#0d0602,
293 407,17,#0d0602,
294 422,17,#a5a5a3,
295 422,32,#0d0602,
296 407,32,#a5a5a3,
297 407,47,#a5a5a3,
298 422,47,#a5a5a3,
299 407,62,#a5a5a3,
300 422,62,#a5a5a3,
301 407,77,#a5a5a3,
302 422,77,#a5a5a3,
303 422,92,#0d0602,
304 407,92,#a5a5a3,
305 407,107,#0d0602,
306 422,107,#a5a5a3,
307 422,122,#0d0602,
308 407,122,#0d0602,
309 407,137,#0d0602,
310 422,137,#a5a5a3,
311 422,152,#0d0602,
312 407,152,#a5a5a3,
313 407,167,#a5a5a3,
314 422,167,#a5a5a3,
315 407,182,#a5a5a3,
316 422,182,#a5a5a3,
317 407,197,#a5a5a3,
318 422,197,#a5a5a3,
319 422,212,#0d0602,
320 407,212,#a5a5a3,
321 407,227,#0d0602,
322 422,227,#a5a5a3,
323 422,242,#0d0602,
324 407,242,#0d0602,
325 407,257,#0d0602,
326 422,257,#a5a5a3,
327 422,272,#0d0602,
328 407,272,#a5a5a3,
329 407,287,#a5a5a3,
330 422,287,#a5a5a3,
331 407,302,#a5a5a3,
332 422,302,#a5a5a3,
