0 "617,2,#e5e0e0,2",
1 "602,2,#e5e0e0,2",
2 "602,17,#e5e0e0,2",
3 "587,17,#e5e0e0,2",
4 "587,32,#e5e0e0,2",
5 "572,32,#e5e0e0,2",
6 "557,32,#e5e0e0,2",
7 "602,47,#e5e0e0,2",
8 "587,47,#e5e0e0,2",
9 "617,62,#e5e0e0,2",
10 "602,62,#e5e0e0,2",
11 "602,77,#e5e0e0,2",
12 "587,77,#e5e0e0,2",
13 "587,92,#e5e0e0,2",
14 "572,92,#e5e0e0,2",
15 "557,92,#e5e0e0,2",
16 "602,107,#e5e0e0,2",
17 "587,107,#e5e0e0,2",
18 "617,122,#e5e0e0,2",
19 "602,122,#e5e0e0,2",
20 "602,137,#e5e0e0,2",
21 "587,137,#e5e0e0,2",
22 "587,152,#e5e0e0,2",
23 "572,152,#e5e0e0,2",
24 "557,152,#e5e0e0,2",
25 "602,167,#e5e0e0,2",
26 "587,167,#e5e0e0,2",
27 "617,182,#e5e0e0,2",
28 "602,182,#e5e0e0,2",
29 "602,197,#e5e0e0,2",
30 "587,197,#e5e0e0,2",
31 "587,212,#e5e0e0,2",
32 "572,212,#e5e0e0,2",
33 "557,212,#e5e0e0,2",
34 "602,227,#e5e0e0,2",
35 "587,227,#e5e0e0,2",
36 "617,242,#e5e0e0,2",
37 "602,242,#e5e0e0,2",
38 "602,257,#e5e0e0,2",
39 "587,257,#e5e0e0,2",
40 "587,272,#e5e0e0,2",
41 "572,272,#e5e0e0,2",
42 "557,272,#e5e0e0,2",
43 "602,287,#e5e0e0,2",
44 "587,287,#e5e0e0,2",
45 "617,302,#e5e0e0,2",
46 "602,302,#e5e0e0,2",
47 "602,317,#e5e0e0,2",
48 "587,317,#e5e0e0,2",
49 "587,332,#e5e0e0,2",
50 "572,332,#e5e0e0,2",
51 "557,332,#e5e0e0,2",
52 "602,347,#e5e0e0,2",
53 "587,347,#e5e0e0,2",
54 "617,362,#e5e0e0,2",
55 "602,362,#e5e0e0,2",
56 "602,377,#e5e0e0,2",
57 "587,377,#e5e0e0,2",
58 "587,392,#e5e0e0,2",
59 "572,392,#e5e0e0,2",
60 "557,392,#e5e0e0,2",
61 "602,407,#e5e0e0,2",
62 "587,407,#e5e0e0,2",
63 "617,422,#e5e0e0,2",
64 "602,422,#e5e0e0,2",
65 "602,437,#e5e0e0,2",
66 "587,437,#e5e0e0,2",
67 "587,452,#e5e0e0,2",
68 "572,452,#e5e0e0,2",
69 "557,452,#e5e0e0,2",
70 "602,467,#e5e0e0,2",
71 "587,467,#e5e0e0,2",
72 "377,2,#444141,6",
73 "362,2,#444141,6",
74 "467,17,#444141,6",
75 "362,17,#444141,6",
76 "482,32,#444141,6",
77 "467,32,#444141,6",
78 "452,32,#444141,6",
79 "497,47,#444141,6",
80 "482,47,#444141,6",
81 "452,47,#444141,6",
82 "437,47,#444141,6",
83 "512,62,#444141,6",
84 "497,62,#444141,6",
85 "437,62,#444141,6",
86 "422,62,#444141,6",
87 "527,77,#444141,6",
88 "512,77,#444141,6",
89 "422,77,#444141,6",
90 "407,77,#444141,6",
91 "542,92,#444141,6",
92 "527,92,#444141,6",
93 "407,92,#444141,6",
94 "392,92,#444141,6",
95 "542,107,#444141,6",
96 "392,107,#444141,6",
97 "377,107,#444141,6",
98 "377,122,#444141,6",
99 "362,122,#444141,6",
100 "467,137,#444141,6",
101 "362,137,#444141,6",
102 "482,152,#444141,6",
103 "467,152,#444141,6",
104 "452,152,#444141,6",
105 "497,167,#444141,6",
106 "482,167,#444141,6",
107 "452,167,#444141,6",
108 "437,167,#444141,6",
109 "512,182,#444141,6",
110 "497,182,#444141,6",
111 "437,182,#444141,6",
112 "422,182,#444141,6",
113 "527,197,#444141,6",
114 "512,197,#444141,6",
115 "422,197,#444141,6",
116 "407,197,#444141,6",
117 "542,212,#444141,6",
118 "527,212,#444141,6",
119 "407,212,#444141,6",
120 "392,212,#444141,6",
121 "542,227,#444141,6",
122 "392,227,#444141,6",
123 "377,227,#444141,6",
124 "377,242,#444141,6",
125 "362,242,#444141,6",
126 "467,257,#444141,6",
127 "362,257,#444141,6",
128 "482,272,#444141,6",
129 "467,272,#444141,6",
130 "452,272,#444141,6",
131 "497,287,#444141,6",
132 "482,287,#444141,6",
133 "452,287,#444141,6",
134 "437,287,#444141,6",
135 "512,302,#444141,6",
136 "497,302,#444141,6",
137 "437,302,#444141,6",
138 "422,302,#444141,6",
139 "527,317,#444141,6",
140 "512,317,#444141,6",
141 "422,317,#444141,6",
142 "407,317,#444141,6",
143 "542,332,#444141,6",
144 "527,332,#444141,6",
145 "407,332,#444141,6",
146 "392,332,#444141,6",
147 "542,347,#444141,6",
148 "392,347,#444141,6",
149 "377,347,#444141,6",
150 "377,362,#444141,6",
151 "362,362,#444141,6",
152 "467,377,#444141,6",
153 "362,377,#444141,6",
154 "482,392,#444141,6",
155 "467,392,#444141,6",
156 "452,392,#444141,6",
157 "497,407,#444141,6",
158 "482,407,#444141,6",
159 "452,407,#444141,6",
160 "437,407,#444141,6",
161 "512,422,#444141,6",
162 "497,422,#444141,6",
163 "437,422,#444141,6",
164 "422,422,#444141,6",
165 "527,437,#444141,6",
166 "512,437,#444141,6",
167 "422,437,#444141,6",
168 "407,437,#444141,6",
169 "542,452,#444141,6",
170 "527,452,#444141,6",
171 "407,452,#444141,6",
172 "392,452,#444141,6",
173 "542,467,#444141,6",
174 "392,467,#444141,6",
175 "377,467,#444141,6",
176 "512,2,#e5e0e0,7",
177 "422,2,#e5e0e0,7",
178 "527,17,#e5e0e0,7",
179 "512,17,#e5e0e0,7",
180 "407,17,#e5e0e0,7",
181 "437,17,#e5e0e0,7",
182 "497,17,#e5e0e0,7",
183 "422,17,#e5e0e0,7",
184 "527,32,#e5e0e0,7",
185 "392,32,#e5e0e0,7",
186 "452,32,#e5e0e0,7",
187 "482,32,#e5e0e0,7",
188 "437,32,#e5e0e0,7",
189 "497,32,#e5e0e0,7",
190 "407,32,#e5e0e0,7",
191 "527,47,#e5e0e0,7",
192 "512,47,#e5e0e0,7",
193 "407,47,#e5e0e0,7",
194 "467,47,#e5e0e0,7",
195 "452,47,#e5e0e0,7",
196 "482,47,#e5e0e0,7",
197 "422,47,#e5e0e0,7",
198 "512,62,#e5e0e0,7",
199 "422,62,#e5e0e0,7",
200 "467,62,#e5e0e0,7",
201 "497,62,#e5e0e0,7",
202 "437,62,#e5e0e0,7",
203 "497,77,#e5e0e0,7",
204 "482,77,#e5e0e0,7",
205 "452,77,#e5e0e0,7",
206 "437,77,#e5e0e0,7",
207 "482,92,#e5e0e0,7",
208 "452,92,#e5e0e0,7",
209 "467,92,#e5e0e0,7",
210 "467,107,#e5e0e0,7",
211 "512,122,#e5e0e0,7",
212 "422,122,#e5e0e0,7",
213 "527,137,#e5e0e0,7",
214 "512,137,#e5e0e0,7",
215 "407,137,#e5e0e0,7",
216 "437,137,#e5e0e0,7",
217 "497,137,#e5e0e0,7",
218 "422,137,#e5e0e0,7",
219 "527,152,#e5e0e0,7",
220 "392,152,#e5e0e0,7",
221 "452,152,#e5e0e0,7",
222 "482,152,#e5e0e0,7",
223 "437,152,#e5e0e0,7",
224 "497,152,#e5e0e0,7",
225 "407,152,#e5e0e0,7",
226 "527,167,#e5e0e0,7",
227 "512,167,#e5e0e0,7",
228 "407,167,#e5e0e0,7",
229 "467,167,#e5e0e0,7",
230 "452,167,#e5e0e0,7",
231 "482,167,#e5e0e0,7",
232 "422,167,#e5e0e0,7",
233 "512,182,#e5e0e0,7",
234 "422,182,#e5e0e0,7",
235 "467,182,#e5e0e0,7",
236 "497,182,#e5e0e0,7",
237 "437,182,#e5e0e0,7",
238 "497,197,#e5e0e0,7",
239 "482,197,#e5e0e0,7",
240 "452,197,#e5e0e0,7",
241 "437,197,#e5e0e0,7",
242 "482,212,#e5e0e0,7",
243 "452,212,#e5e0e0,7",
244 "467,212,#e5e0e0,7",
245 "467,227,#e5e0e0,7",
246 "512,242,#e5e0e0,7",
247 "422,242,#e5e0e0,7",
248 "527,257,#e5e0e0,7",
249 "512,257,#e5e0e0,7",
250 "407,257,#e5e0e0,7",
251 "437,257,#e5e0e0,7",
252 "497,257,#e5e0e0,7",
253 "422,257,#e5e0e0,7",
254 "527,272,#e5e0e0,7",
